timestamp,model,old_pk,new_pk,action,name,status,error
2025-05-03T15:47:03.601169,Sale,33,2916,CREATE,157,SUCCESS,
2025-05-03T15:47:05.429295,Sale,34,2917,CREATE,159,SUCCESS,
2025-05-03T15:47:07.194919,Sale,35,2918,CREATE,160,SUCCESS,
2025-05-03T15:47:08.851169,Sale,36,2919,CREATE,13,SUCCESS,
2025-05-03T15:47:10.616730,Sale,37,2920,CREATE,85,SUCCESS,
2025-05-03T15:47:12.366794,Sale,38,2921,CREATE,161,SUCCESS,
2025-05-03T15:47:14.069915,Sale,39,2922,CREATE,162,SUCCESS,
2025-05-03T15:47:15.866790,Sale,40,2923,CREATE,163,SUCCESS,
2025-05-03T15:47:17.603080,Sale,41,2924,CREATE,164,SUCCESS,
2025-05-03T15:47:19.306205,Sale,42,2925,CREATE,165,SUCCESS,
2025-05-03T15:47:20.993704,Sale,43,2926,CREATE,166,SUCCESS,
2025-05-03T15:47:22.728078,Sale,44,2927,CREATE,167,SUCCESS,
2025-05-03T15:47:24.774952,Sale,45,2928,CREATE,168,SUCCESS,
2025-05-03T15:47:26.462455,Sale,46,2929,CREATE,169,SUCCESS,
2025-05-03T15:47:28.228077,Sale,47,2930,CREATE,170,SUCCESS,
2025-05-03T15:47:30.071825,Sale,48,2931,CREATE,171,SUCCESS,
2025-05-03T15:47:31.775089,Sale,49,2932,CREATE,172,SUCCESS,
2025-05-03T15:47:33.509463,Sale,50,2933,CREATE,173,SUCCESS,
2025-05-03T15:47:35.196963,Sale,51,2934,CREATE,174,SUCCESS,
2025-05-03T15:47:37.212588,Sale,52,2935,CREATE,175,SUCCESS,
2025-05-03T15:47:39.009461,Sale,53,2936,CREATE,20,SUCCESS,
2025-05-03T15:47:40.696961,Sale,54,2937,CREATE,176,SUCCESS,
2025-05-03T15:47:42.384462,Sale,55,2938,CREATE,177,SUCCESS,
2025-05-03T15:47:44.134459,Sale,56,2939,CREATE,178,SUCCESS,
2025-05-03T15:47:45.853219,Sale,57,2940,CREATE,179,SUCCESS,
2025-05-03T15:47:47.962661,Sale,58,2941,CREATE,158,SUCCESS,
2025-05-03T15:47:49.775161,Sale,59,2942,CREATE,180,SUCCESS,
2025-05-03T15:47:51.493912,Sale,60,2943,CREATE,181,SUCCESS,
2025-05-03T15:47:53.400160,Sale,61,2944,CREATE,18,SUCCESS,
2025-05-03T15:47:55.322173,Sale,62,2945,CREATE,28,SUCCESS,
2025-05-03T15:47:57.244050,Sale,63,2946,CREATE,6,SUCCESS,
2025-05-03T15:47:59.129359,Sale,64,2947,CREATE,183,SUCCESS,
2025-05-03T15:48:01.066963,Sale,65,2948,CREATE,184,SUCCESS,
2025-05-03T15:48:02.848277,Sale,66,2949,CREATE,185,SUCCESS,
2025-05-03T15:48:05.051502,Sale,67,2950,CREATE,186,SUCCESS,
2025-05-03T15:48:06.864047,Sale,68,2951,CREATE,22,SUCCESS,
2025-05-03T15:48:08.614047,Sale,69,2952,CREATE,7,SUCCESS,
2025-05-03T15:48:10.473421,Sale,70,2953,CREATE,188,SUCCESS,
2025-05-03T15:48:12.332795,Sale,71,2954,CREATE,189,SUCCESS,
2025-05-03T15:48:14.129598,Sale,72,2955,CREATE,190,SUCCESS,
2025-05-03T15:48:15.864045,Sale,73,2956,CREATE,191,SUCCESS,
2025-05-03T15:48:17.661686,Sale,74,2957,CREATE,147,SUCCESS,
2025-05-03T15:48:19.380435,Sale,75,2958,CREATE,192,SUCCESS,
2025-05-03T15:48:21.224185,Sale,76,2959,CREATE,193,SUCCESS,
2025-05-03T15:48:22.989809,Sale,77,2960,CREATE,194,SUCCESS,
2025-05-03T15:48:24.974183,Sale,78,2961,CREATE,195,SUCCESS,
2025-05-03T15:48:26.630432,Sale,79,2962,CREATE,142,SUCCESS,
2025-05-03T15:48:28.505487,Sale,80,2963,CREATE,196,SUCCESS,
2025-05-03T15:48:30.411964,Sale,81,2964,CREATE,146,SUCCESS,
2025-05-03T15:48:32.240088,Sale,82,2965,CREATE,197,SUCCESS,
2025-05-03T15:48:33.990087,Sale,83,2966,CREATE,89,SUCCESS,
2025-05-03T15:48:35.911962,Sale,84,2967,CREATE,198,SUCCESS,
2025-05-03T15:48:37.661961,Sale,85,2968,CREATE,25,SUCCESS,
2025-05-03T15:48:39.552586,Sale,86,2969,CREATE,26,SUCCESS,
2025-05-03T15:48:41.427584,Sale,87,2970,CREATE,199,SUCCESS,
2025-05-03T15:48:43.240084,Sale,88,2971,CREATE,200,SUCCESS,
2025-05-03T15:48:45.068489,Sale,89,2972,CREATE,29,SUCCESS,
2025-05-03T15:48:46.849738,Sale,90,2973,CREATE,30,SUCCESS,
2025-05-03T15:48:48.584113,Sale,91,2974,CREATE,99,SUCCESS,
2025-05-03T15:48:50.443490,Sale,92,2975,CREATE,201,SUCCESS,
2025-05-03T15:48:52.271611,Sale,93,2976,CREATE,202,SUCCESS,
2025-05-03T15:48:54.052792,Sale,94,2977,CREATE,143,SUCCESS,
2025-05-03T15:48:56.052794,Sale,95,2978,CREATE,203,SUCCESS,
2025-05-03T15:48:57.865299,Sale,96,2979,CREATE,74,SUCCESS,
2025-05-03T15:48:59.656792,Sale,97,2980,CREATE,204,SUCCESS,
2025-05-03T15:49:01.672416,Sale,98,2981,CREATE,205,SUCCESS,
2025-05-03T15:49:03.500468,Sale,99,2982,CREATE,206,SUCCESS,
2025-05-03T15:49:05.547415,Sale,100,2983,CREATE,207,SUCCESS,
2025-05-03T15:49:07.375486,Sale,101,2984,CREATE,208,SUCCESS,
2025-05-03T15:49:09.109915,Sale,102,2985,CREATE,209,SUCCESS,
2025-05-03T15:49:11.000538,Sale,103,2986,CREATE,210,SUCCESS,
2025-05-03T15:49:12.719458,Sale,104,2987,CREATE,211,SUCCESS,
2025-05-03T15:49:14.438208,Sale,105,2988,CREATE,212,SUCCESS,
2025-05-03T15:49:16.313144,Sale,106,2989,CREATE,213,SUCCESS,
2025-05-03T15:49:18.795545,Sale,107,2990,CREATE,214,SUCCESS,
2025-05-03T15:49:20.623691,Sale,108,2991,CREATE,215,SUCCESS,
2025-05-03T15:49:22.701860,Sale,109,2992,CREATE,216,SUCCESS,
2025-05-03T15:49:24.561519,Sale,110,2993,CREATE,217,SUCCESS,
2025-05-03T15:49:26.420894,Sale,111,2994,CREATE,88,SUCCESS,
2025-05-03T15:49:28.280216,Sale,112,2995,CREATE,218,SUCCESS,
2025-05-03T15:49:30.092708,Sale,113,2996,CREATE,145,SUCCESS,
2025-05-03T15:49:31.905267,Sale,114,2997,CREATE,219,SUCCESS,
2025-05-03T15:49:33.686516,Sale,115,2998,CREATE,220,SUCCESS,
2025-05-03T15:49:35.514584,Sale,116,2999,CREATE,221,SUCCESS,
2025-05-03T15:49:37.595059,Sale,117,3000,CREATE,222,SUCCESS,
2025-05-03T15:49:39.799858,Sale,118,3001,CREATE,223,SUCCESS,
2025-05-03T15:49:41.596790,Sale,119,3002,CREATE,148,SUCCESS,
2025-05-03T15:49:43.393664,Sale,120,3003,CREATE,224,SUCCESS,
2025-05-03T15:49:45.237342,Sale,121,3004,CREATE,225,SUCCESS,
2025-05-03T15:49:47.065538,Sale,122,3005,CREATE,67,SUCCESS,
2025-05-03T15:49:48.893662,Sale,123,3006,CREATE,226,SUCCESS,
2025-05-03T15:49:50.643601,Sale,124,3007,CREATE,227,SUCCESS,
2025-05-03T15:49:52.487410,Sale,125,3008,CREATE,144,SUCCESS,
2025-05-03T15:49:54.315535,Sale,126,3009,CREATE,228,SUCCESS,
2025-05-03T15:49:56.002986,Sale,127,3010,CREATE,229,SUCCESS,
2025-05-03T15:49:58.174981,Sale,128,3011,CREATE,230,SUCCESS,
2025-05-03T15:50:00.236643,Sale,129,3012,CREATE,231,SUCCESS,
2025-05-03T15:50:02.107650,Sale,130,3013,CREATE,87,SUCCESS,
2025-05-03T15:50:04.080102,Sale,131,3014,CREATE,10,SUCCESS,
2025-05-03T15:50:06.069465,Sale,132,3015,CREATE,232,SUCCESS,
2025-05-03T15:50:08.207290,Sale,133,3016,CREATE,233,SUCCESS,
2025-05-03T15:50:10.007717,Sale,134,3017,CREATE,234,SUCCESS,
2025-05-03T15:50:11.722076,Sale,135,3018,CREATE,235,SUCCESS,
2025-05-03T15:50:13.824328,Sale,136,3019,CREATE,236,SUCCESS,
2025-05-03T15:50:15.723113,Sale,137,3020,CREATE,237,SUCCESS,
2025-05-03T15:50:17.611279,Sale,138,3021,CREATE,238,SUCCESS,
2025-05-03T15:50:19.489392,Sale,139,3022,CREATE,239,SUCCESS,
2025-05-03T15:50:21.281613,Sale,140,3023,CREATE,240,SUCCESS,
2025-05-03T15:50:23.100568,Sale,141,3024,CREATE,241,SUCCESS,
2025-05-03T15:50:24.901182,Sale,142,3025,CREATE,242,SUCCESS,
2025-05-03T15:50:26.625322,Sale,143,3026,CREATE,243,SUCCESS,
2025-05-03T15:50:28.377016,Sale,144,3027,CREATE,244,SUCCESS,
2025-05-03T15:50:30.222934,Sale,145,3028,CREATE,245,SUCCESS,
2025-05-03T15:50:32.090683,Sale,146,3029,CREATE,246,SUCCESS,
2025-05-03T15:50:34.023578,Sale,147,3030,CREATE,59,SUCCESS,
2025-05-03T15:50:36.161173,Sale,148,3031,CREATE,248,SUCCESS,
2025-05-03T15:50:37.920816,Sale,149,3032,CREATE,249,SUCCESS,
2025-05-03T15:50:39.655892,Sale,150,3033,CREATE,250,SUCCESS,
2025-05-03T15:50:41.483094,Sale,151,3034,CREATE,251,SUCCESS,
2025-05-03T15:50:43.287245,Sale,152,3035,CREATE,4,SUCCESS,
2025-05-03T15:50:44.934976,Sale,153,3036,CREATE,252,SUCCESS,
2025-05-03T15:50:46.630269,Sale,154,3037,CREATE,97,SUCCESS,
2025-05-03T15:50:48.594013,Sale,155,3038,CREATE,253,SUCCESS,
2025-05-03T15:50:50.602703,Sale,156,3039,CREATE,254,SUCCESS,
2025-05-03T15:50:52.914359,Sale,157,3040,CREATE,140,SUCCESS,
2025-05-03T15:50:54.759866,Sale,158,3041,CREATE,268,SUCCESS,
2025-05-03T15:50:56.858789,Sale,159,3042,CREATE,267,SUCCESS,
2025-05-03T15:50:58.708157,Sale,160,3043,CREATE,65,SUCCESS,
2025-05-03T15:51:00.625876,Sale,161,3044,CREATE,102,SUCCESS,
2025-05-03T15:51:02.561308,Sale,162,3045,CREATE,276,SUCCESS,
2025-05-03T15:51:04.731513,Sale,163,3046,CREATE,270,SUCCESS,
2025-05-03T15:51:06.547421,Sale,164,3047,CREATE,261,SUCCESS,
2025-05-03T15:51:08.448355,Sale,165,3048,CREATE,351,SUCCESS,
2025-05-03T15:51:10.244837,Sale,166,3049,CREATE,335,SUCCESS,
2025-05-03T15:51:12.114843,Sale,167,3050,CREATE,296,SUCCESS,
2025-05-03T15:51:13.851147,Sale,168,3051,CREATE,373,SUCCESS,
2025-05-03T15:51:15.625259,Sale,169,3052,CREATE,368,SUCCESS,
2025-05-03T15:51:17.429804,Sale,170,3053,CREATE,371,SUCCESS,
2025-05-03T15:51:19.075650,Sale,171,3054,CREATE,297,SUCCESS,
2025-05-03T15:51:20.784779,Sale,172,3055,CREATE,361,SUCCESS,
2025-05-03T15:51:22.540662,Sale,173,3056,CREATE,360,SUCCESS,
2025-05-03T15:51:24.312737,Sale,174,3057,CREATE,347,SUCCESS,
2025-05-03T15:51:26.186428,Sale,175,3058,CREATE,363,SUCCESS,
2025-05-03T15:51:27.966651,Sale,176,3059,CREATE,370,SUCCESS,
2025-05-03T15:51:29.736279,Sale,177,3060,CREATE,330,SUCCESS,
2025-05-03T15:51:31.575351,Sale,178,3061,CREATE,407,SUCCESS,
2025-05-03T15:51:33.547588,Sale,179,3062,CREATE,279,SUCCESS,
2025-05-03T15:51:35.352207,Sale,180,3063,CREATE,403,SUCCESS,
2025-05-03T15:51:37.150172,Sale,181,3064,CREATE,304,SUCCESS,
2025-05-03T15:51:39.178134,Sale,182,3065,CREATE,299,SUCCESS,
2025-05-03T15:51:40.979525,Sale,183,3066,CREATE,372,SUCCESS,
2025-05-03T15:51:42.769740,Sale,184,3067,CREATE,401,SUCCESS,
2025-05-03T15:51:44.570494,Sale,185,3068,CREATE,374,SUCCESS,
2025-05-03T15:51:46.515270,Sale,186,3069,CREATE,355,SUCCESS,
2025-05-03T15:51:48.317045,Sale,187,3070,CREATE,356,SUCCESS,
2025-05-03T15:51:50.168377,Sale,188,3071,CREATE,338,SUCCESS,
2025-05-03T15:51:51.909294,Sale,189,3072,CREATE,426,SUCCESS,
2025-05-03T15:51:53.631668,Sale,190,3073,CREATE,336,SUCCESS,
2025-05-03T15:51:55.377551,Sale,191,3074,CREATE,260,SUCCESS,
2025-05-03T15:51:57.098664,Sale,192,3075,CREATE,379,SUCCESS,
2025-05-03T15:51:58.908858,Sale,193,3076,CREATE,305,SUCCESS,
2025-05-03T15:52:00.602518,Sale,194,3077,CREATE,320,SUCCESS,
2025-05-03T15:52:02.618614,Sale,195,3078,CREATE,303,SUCCESS,
2025-05-03T15:52:04.374599,Sale,196,3079,CREATE,284,SUCCESS,
2025-05-03T15:52:06.249596,Sale,197,3080,CREATE,359,SUCCESS,
2025-05-03T15:52:08.152555,Sale,198,3081,CREATE,431,SUCCESS,
2025-05-03T15:52:10.010421,Sale,199,3082,CREATE,325,SUCCESS,
2025-05-03T15:52:11.795796,Sale,200,3083,CREATE,332,SUCCESS,
2025-05-03T15:52:13.515473,Sale,201,3084,CREATE,432,SUCCESS,
2025-05-03T15:52:15.501473,Sale,202,3085,CREATE,282,SUCCESS,
2025-05-03T15:52:17.116475,Sale,203,3086,CREATE,340,SUCCESS,
2025-05-03T15:52:19.022267,Sale,204,3087,CREATE,369,SUCCESS,
2025-05-03T15:52:21.125511,Sale,205,3088,CREATE,433,SUCCESS,
2025-05-03T15:52:22.926550,Sale,206,3089,CREATE,434,SUCCESS,
2025-05-03T15:52:24.629674,Sale,207,3090,CREATE,437,SUCCESS,
2025-05-03T15:52:26.364048,Sale,208,3091,CREATE,328,SUCCESS,
2025-05-03T15:52:28.082802,Sale,209,3092,CREATE,324,SUCCESS,
2025-05-03T15:52:29.817102,Sale,210,3093,CREATE,438,SUCCESS,
2025-05-03T15:52:31.707937,Sale,211,3094,CREATE,292,SUCCESS,
2025-05-03T15:52:33.614283,Sale,212,3095,CREATE,410,SUCCESS,
2025-05-03T15:52:35.614355,Sale,213,3096,CREATE,82,SUCCESS,
2025-05-03T15:52:37.254979,Sale,214,3097,CREATE,327,SUCCESS,
2025-05-03T15:52:39.054394,Sale,215,3098,CREATE,352,SUCCESS,
2025-05-03T15:52:40.773143,Sale,216,3099,CREATE,339,SUCCESS,
2025-05-03T15:52:42.507518,Sale,217,3100,CREATE,81,SUCCESS,
2025-05-03T15:52:44.257517,Sale,218,3101,CREATE,396,SUCCESS,
2025-05-03T15:52:46.038766,Sale,219,3102,CREATE,333,SUCCESS,
2025-05-03T15:52:47.694973,Sale,220,3103,CREATE,341,SUCCESS,
2025-05-03T15:52:49.507658,Sale,221,3104,CREATE,343,SUCCESS,
2025-05-03T15:52:51.273282,Sale,222,3105,CREATE,441,SUCCESS,
2025-05-03T15:52:53.007657,Sale,223,3106,CREATE,263,SUCCESS,
2025-05-03T15:52:54.820301,Sale,224,3107,CREATE,281,SUCCESS,
2025-05-03T15:52:56.570298,Sale,225,3108,CREATE,446,SUCCESS,
2025-05-03T15:52:58.367102,Sale,226,3109,CREATE,445,SUCCESS,
2025-05-03T15:53:00.151155,Sale,227,3110,CREATE,447,SUCCESS,
2025-05-03T15:53:02.148325,Sale,228,3111,CREATE,448,SUCCESS,
2025-05-03T15:53:03.880378,Sale,229,3112,CREATE,449,SUCCESS,
2025-05-03T15:53:05.964370,Sale,230,3113,CREATE,450,SUCCESS,
2025-05-03T15:53:08.044771,Sale,231,3114,CREATE,451,SUCCESS,
2025-05-03T15:53:09.990363,Sale,232,3115,CREATE,319,SUCCESS,
2025-05-03T15:53:11.796211,Sale,233,3116,CREATE,453,SUCCESS,
2025-05-03T15:53:13.533404,Sale,234,3117,CREATE,309,SUCCESS,
2025-05-03T15:53:15.227469,Sale,235,3118,CREATE,454,SUCCESS,
2025-05-03T15:53:16.946290,Sale,236,3119,CREATE,455,SUCCESS,
2025-05-03T15:53:18.790354,Sale,237,3120,CREATE,53,SUCCESS,
2025-05-03T15:53:20.540291,Sale,238,3121,CREATE,390,SUCCESS,
2025-05-03T15:53:22.321603,Sale,239,3122,CREATE,456,SUCCESS,
2025-05-03T15:53:23.993477,Sale,240,3123,CREATE,452,SUCCESS,
2025-05-03T15:53:25.696602,Sale,241,3124,CREATE,457,SUCCESS,
2025-05-03T15:53:27.446602,Sale,242,3125,CREATE,365,SUCCESS,
2025-05-03T15:53:29.212226,Sale,243,3126,CREATE,310,SUCCESS,
2025-05-03T15:53:31.165278,Sale,244,3127,CREATE,458,SUCCESS,
2025-05-03T15:53:32.946599,Sale,245,3128,CREATE,315,SUCCESS,
2025-05-03T15:53:34.852849,Sale,246,3129,CREATE,406,SUCCESS,
2025-05-03T15:53:36.806113,Sale,247,3130,CREATE,311,SUCCESS,
2025-05-03T15:53:38.683052,Sale,248,3131,CREATE,398,SUCCESS,
2025-05-03T15:53:40.464302,Sale,249,3132,CREATE,459,SUCCESS,
2025-05-03T15:53:42.167426,Sale,250,3133,CREATE,415,SUCCESS,
2025-05-03T15:53:43.901800,Sale,251,3134,CREATE,283,SUCCESS,
2025-05-03T15:53:45.558050,Sale,252,3135,CREATE,420,SUCCESS,
2025-05-03T15:53:47.214302,Sale,253,3136,CREATE,414,SUCCESS,
2025-05-03T15:53:49.011174,Sale,254,3137,CREATE,461,SUCCESS,
2025-05-03T15:53:50.776799,Sale,255,3138,CREATE,462,SUCCESS,
2025-05-03T15:53:52.495548,Sale,256,3139,CREATE,408,SUCCESS,
2025-05-03T15:53:54.292423,Sale,257,3140,CREATE,271,SUCCESS,
2025-05-03T15:53:56.042494,Sale,258,3141,CREATE,424,SUCCESS,
2025-05-03T15:53:57.698811,Sale,259,3142,CREATE,316,SUCCESS,
2025-05-03T15:53:59.740327,Sale,260,3143,CREATE,463,SUCCESS,
2025-05-03T15:54:01.709147,Sale,261,3144,CREATE,464,SUCCESS,
2025-05-03T15:54:03.631023,Sale,262,3145,CREATE,465,SUCCESS,
2025-05-03T15:54:05.349770,Sale,263,3146,CREATE,466,SUCCESS,
2025-05-03T15:54:07.115393,Sale,264,3147,CREATE,317,SUCCESS,
2025-05-03T15:54:08.943518,Sale,265,3148,CREATE,467,SUCCESS,
2025-05-03T15:54:10.865346,Sale,266,3149,CREATE,422,SUCCESS,
2025-05-03T15:54:12.834142,Sale,267,3150,CREATE,312,SUCCESS,
2025-05-03T15:54:14.661048,Sale,268,3151,CREATE,425,SUCCESS,
2025-05-03T15:54:16.489175,Sale,269,3152,CREATE,280,SUCCESS,
2025-05-03T15:54:18.207856,Sale,270,3153,CREATE,468,SUCCESS,
2025-05-03T15:54:19.910982,Sale,271,3154,CREATE,265,SUCCESS,
2025-05-03T15:54:19.910982,Sale,272,,CREATE,435,FAILED,UNIQUE constraint failed: sales_sale.invoice_no
2025-05-03T15:54:21.864176,Sale,273,3155,CREATE,444,SUCCESS,
2025-05-03T15:54:23.692297,Sale,274,3156,CREATE,443,SUCCESS,
2025-05-03T15:54:25.770517,Sale,275,3157,CREATE,442,SUCCESS,
2025-05-03T15:54:25.770517,Sale,276,,CREATE,423,FAILED,UNIQUE constraint failed: sales_sale.invoice_no
2025-05-03T15:54:27.551912,Sale,277,3158,CREATE,470,SUCCESS,
2025-05-03T15:54:29.286286,Sale,278,3159,CREATE,126,SUCCESS,
2025-05-03T15:54:31.239412,Sale,279,3160,CREATE,19,SUCCESS,
2025-05-03T15:54:33.098787,Sale,280,3161,CREATE,394,SUCCESS,
2025-05-03T15:54:34.989336,Sale,281,3162,CREATE,84,SUCCESS,
2025-05-03T15:54:36.848711,Sale,282,3163,CREATE,326,SUCCESS,
2025-05-03T15:54:38.739412,Sale,283,3164,CREATE,382,SUCCESS,
2025-05-03T15:54:40.520657,Sale,284,3165,CREATE,376,SUCCESS,
2025-05-03T15:54:42.395657,Sale,285,3166,CREATE,358,SUCCESS,
2025-05-03T15:54:44.286281,Sale,286,3167,CREATE,264,SUCCESS,
2025-05-03T15:54:46.145649,Sale,287,3168,CREATE,257,SUCCESS,
2025-05-03T15:54:47.880031,Sale,288,3169,CREATE,331,SUCCESS,
2025-05-03T15:54:49.692530,Sale,289,3170,CREATE,471,SUCCESS,
2025-05-03T15:54:51.473780,Sale,290,3171,CREATE,350,SUCCESS,
2025-05-03T15:54:53.254964,Sale,291,3172,CREATE,269,SUCCESS,
2025-05-03T15:54:55.130032,Sale,292,3173,CREATE,255,SUCCESS,
2025-05-03T15:54:56.926902,Sale,293,3174,CREATE,383,SUCCESS,
2025-05-03T15:54:58.781054,Sale,294,3175,CREATE,353,SUCCESS,
2025-05-03T15:55:00.546679,Sale,295,3176,CREATE,354,SUCCESS,
2025-05-03T15:55:02.781053,Sale,296,3177,CREATE,362,SUCCESS,
2025-05-03T15:55:04.687280,Sale,297,3178,CREATE,266,SUCCESS,
2025-05-03T15:55:06.624801,Sale,298,3179,CREATE,272,SUCCESS,
2025-05-03T15:55:08.452927,Sale,299,3180,CREATE,301,SUCCESS,
2025-05-03T15:55:10.359177,Sale,300,3181,CREATE,298,SUCCESS,
2025-05-03T15:55:12.140425,Sale,301,3182,CREATE,302,SUCCESS,
2025-05-03T15:55:13.999800,Sale,302,3183,CREATE,364,SUCCESS,
2025-05-03T15:55:15.812298,Sale,303,3184,CREATE,397,SUCCESS,
2025-05-03T15:55:17.749940,Sale,304,3185,CREATE,300,SUCCESS,
2025-05-03T15:55:19.578065,Sale,305,3186,CREATE,378,SUCCESS,
2025-05-03T15:55:21.515564,Sale,306,3187,CREATE,472,SUCCESS,
2025-05-03T15:55:23.296814,Sale,307,3188,CREATE,274,SUCCESS,
2025-05-03T15:55:25.078063,Sale,308,3189,CREATE,285,SUCCESS,
2025-05-03T15:55:26.859312,Sale,309,3190,CREATE,473,SUCCESS,
2025-05-03T15:55:28.765562,Sale,310,3191,CREATE,474,SUCCESS,
2025-05-03T15:55:30.609312,Sale,311,3192,CREATE,475,SUCCESS,
2025-05-03T15:55:32.515561,Sale,312,3193,CREATE,476,SUCCESS,
2025-05-03T15:55:34.546748,Sale,313,3194,CREATE,477,SUCCESS,
2025-05-03T15:55:36.421809,Sale,314,3195,CREATE,349,SUCCESS,
2025-05-03T15:55:38.249935,Sale,315,3196,CREATE,478,SUCCESS,
2025-05-03T15:55:40.111188,Sale,316,3197,CREATE,479,SUCCESS,
2025-05-03T15:55:41.908055,Sale,317,3198,CREATE,314,SUCCESS,
2025-05-03T15:55:43.798686,Sale,318,3199,CREATE,409,SUCCESS,
2025-05-03T15:55:45.673686,Sale,319,3200,CREATE,480,SUCCESS,
2025-05-03T15:55:47.517437,Sale,320,3201,CREATE,482,SUCCESS,
2025-05-03T15:55:49.314247,Sale,321,3202,CREATE,483,SUCCESS,
2025-05-03T15:55:51.736185,Sale,322,3203,CREATE,484,SUCCESS,
2025-05-03T15:55:53.595559,Sale,323,3204,CREATE,485,SUCCESS,
2025-05-03T15:55:55.361183,Sale,324,3205,CREATE,486,SUCCESS,
2025-05-03T15:55:57.220559,Sale,325,3206,CREATE,514,SUCCESS,
2025-05-03T15:55:59.043290,Sale,326,3207,CREATE,55,SUCCESS,
2025-05-03T15:56:00.824538,Sale,327,3208,CREATE,488,SUCCESS,
2025-05-03T15:56:02.715163,Sale,328,3209,CREATE,489,SUCCESS,
2025-05-03T15:56:04.699501,Sale,329,3210,CREATE,490,SUCCESS,
2025-05-03T15:56:06.371412,Sale,330,3211,CREATE,491,SUCCESS,
2025-05-03T15:56:08.621337,Sale,331,3212,CREATE,492,SUCCESS,
2025-05-03T15:56:10.371411,Sale,332,3213,CREATE,334,SUCCESS,
2025-05-03T15:56:12.215161,Sale,333,3214,CREATE,493,SUCCESS,
2025-05-03T15:56:12.215161,Sale,334,,CREATE,494,FAILED,UNIQUE constraint failed: sales_sale.invoice_no
2025-05-03T15:56:14.246339,Sale,335,3215,CREATE,495,SUCCESS,
2025-05-03T15:56:16.246409,Sale,336,3216,CREATE,496,SUCCESS,
2025-05-03T15:56:17.949534,Sale,337,3217,CREATE,497,SUCCESS,
2025-05-03T15:56:19.715086,Sale,338,3218,CREATE,498,SUCCESS,
2025-05-03T15:56:21.527591,Sale,339,3219,CREATE,323,SUCCESS,
2025-05-03T15:56:23.230782,Sale,340,3220,CREATE,499,SUCCESS,
2025-05-03T15:56:25.168235,Sale,341,3221,CREATE,500,SUCCESS,
2025-05-03T15:56:26.886960,Sale,342,3222,CREATE,501,SUCCESS,
2025-05-03T15:56:28.558835,Sale,343,3223,CREATE,502,SUCCESS,
2025-05-03T15:56:30.277655,Sale,344,3224,CREATE,503,SUCCESS,
2025-05-03T15:56:32.183905,Sale,345,3225,CREATE,129,SUCCESS,
2025-05-03T15:56:34.168231,Sale,346,3226,CREATE,515,SUCCESS,
2025-05-03T15:56:35.949528,Sale,347,3227,CREATE,504,SUCCESS,
